Universidad,Tipo,Especialidad.SubEspecialidad,Modalidad,Serum,SNCDS,X1er.Niv.,X5to.Sup.,Prom.Pre,ENAM,Examen,Factor.A.,Nota.Final,Sede
UNP,Esp.,OFTALMOLOGIA,Libre,10,NA,NA,NA,1.588,NA,35.6,15.2,62.388,NA
UNMSM,Esp.,UROLOGIA,Libre,10,NA,NA,NA,1.592,NA,39.2,15.2,65.992,NA
UPCH,Esp.,OFTALMOLOGIA,Libre,10,NA,NA,NA,1.934,1.5,43.6,15.2,72.234,NA
UNSLGI,Esp.,RADIOLOGIA,Libre,8,NA,1,1,2.405,1,52.8,15.2,81.405,"Hospital IV Augusto Hernández Mendoza, Ex H. Felix Torrealva Gutierrez - Ica"
UNMSM,Esp.,MEDICINA INTERNA,Libre,8,NA,NA,NA,1.782,1,39.6,15.2,65.582,Hospital Nacional Arzobispo Loayza
UNSAAC,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.983,1.5,49.2,15.2,77.883,Hospital Nacional Adolfo Guevara Velasco HN Sur Este Cusco
USMP,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.814,1.5,48.4,15.2,76.914,NA
UNFV,Esp.,CIRUGIA GENERAL,Libre,8,NA,NA,NA,1.74,1,42.4,15.2,68.34,NA
UNT,Esp.,PSIQUIATRIA,Libre,10,NA,NA,NA,1.619,1.5,53.6,15.2,81.919,Hospital Regional Docente de Trujillo
UPAO,Esp.,PEDIATRIA,Libre,10,NA,NA,NA,1.76,1.5,45.6,15.2,74.06,Hospital II Chocope
UNFV,Esp.,ANESTESIOLOGIA,Libre,10,NA,2,1,1.924,NA,32,15.2,62.124,NA
URP,Esp.,PSIQUIATRIA,Libre,6,NA,NA,NA,1.803,1,46,15.2,70.003,NA
USMP,Esp.,GASTROENTEROLOGIA,Libre,8,NA,NA,1,2,1.5,51.2,15.2,78.9,NA
UPCH,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.943,1.5,53.2,15.2,81.843,NA
UNT,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,2,NA,1.696,1,46.8,15.2,76.696,NA
USMP,Esp.,GASTROENTEROLOGIA,Libre,10,NA,NA,1,1.893,1.5,53.2,15.2,82.793,NA
UNA,Esp.,PEDIATRIA,Libre,8,NA,NA,1,1.775,NA,42.8,15.2,68.775,Hospital Regional Manuel Nuñez Butron - Puno
USMP,Esp.,ANESTESIOLOGIA,Libre,10,NA,NA,NA,1.847,1,38.8,15.2,66.847,NA
UNMSM,Esp.,MEDICINA INTERNA,Libre,10,NA,NA,NA,1.725,1,34.4,15.2,62.325,NA
UNSLGI,Esp.,CIRUGIA GENERAL,Libre,8,NA,NA,1,1.875,NA,43.6,15.2,69.675,Hospital Santa María del Socorro ICA
USMP,Esp.,PEDIATRIA,Libre,8,NA,NA,NA,1.612,NA,31.6,15.2,56.412,NA
UNFV,Esp.,OTORRINOLARINGOLOGIA,Libre,8,NA,NA,NA,1.769,1,53.6,15.2,79.569,NA
UPCH,Esp.,HEMATOLOGIA,Libre,10,NA,NA,NA,1.809,1,37.6,15.2,65.609,NA
UNMSM,Esp.,DERMATOLOGIA,Cautiva/ESSALUD,0,NA,4,NA,1.736,NA,47.2,21.2,74.136,Hospital II Lima Norte Callao Luis Negreiros Vega
UNT,Esp.,OTORRINOLARINGOLOGIA,Libre,10,NA,NA,1,1.705,1.5,61.2,15.2,90.605,Hospital Víctor Lazarte Echegaray - Trujillo
UNFV,Esp.,PEDIATRIA,Libre,10,NA,NA,NA,1.932,1,56.4,15.2,84.532,Hospital Nacional Guillermo Almenara Irigoyen
CENTRO 1,Esp.,MEDICINA LEGAL,Libre,2,NA,NA,NA,1.693,NA,34,15.2,52.893,NA
URP,Esp.,UROLOGIA,Libre,10,NA,NA,NA,1.976,1.5,53.6,15.2,82.276,NA
UNMSM,Esp.,PEDIATRIA,Libre,10,NA,NA,NA,1.713,1,48.4,15.2,76.313,Hospital Central PNP
USMP,Esp.,GASTROENTEROLOGIA,Libre,8,NA,NA,NA,1.638,1.5,42.8,15.2,69.138,NA
UPAO,Esp.,ANATOMIA PATOLOGICA,Libre,8,NA,NA,1,1.845,NA,32.4,15.2,58.445,NA
USMP,Esp.,CIRUGIA GENERAL,Libre,8,NA,NA,NA,1.807,1,42.4,15.2,68.407,NA
UNC,Esp.,CIRUGIA GENERAL,Libre,6,NA,NA,NA,1.54,1,32.4,15.2,56.14,NA
UNSA,Esp.,RADIOLOGIA,Libre,6,NA,NA,NA,1.68,1,43.6,15.2,67.48,NA
UNPRG,Esp.,CIRUGIA DE TORAX Y CARDIOVASCULAR,Libre,6,NA,4,NA,1.695,1.5,48,15.2,76.395,Hospital Regional Docente Las Mercedes - Chiclayo
USMP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.766,1,56.8,15.2,84.766,Hospital II Vitarte
UPCH,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,8,NA,NA,NA,1.67,1.5,46.8,15.2,73.17,Hospital Nacional Cayetano Heredia
URP,Esp.,CIRUGIA GENERAL,Libre,8,NA,NA,NA,1.562,1,37.6,15.2,63.362,NA
URP,Esp.,PEDIATRIA,Cautiva/ESSALUD,0,4,4,NA,3.25,NA,44,21.2,76.45,Hospital III Suárez Angamos
UPCH,Esp.,CIRUGIA PLASTICA,Libre,8,NA,NA,NA,2.265,NA,32.8,15.2,58.265,NA
USMP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.759,1,50.4,15.2,78.359,NA
USMP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.668,1,51.2,15.2,79.068,NA
URP,Esp.,GASTROENTEROLOGIA,Libre,8,NA,NA,NA,1.798,1.5,54.8,15.2,81.298,NA
URP,Esp.,CIRUGIA PLASTICA,Libre,8,NA,NA,NA,1.839,1,47.2,15.2,73.239,NA
UNT,Esp.,UROLOGIA,Libre,10,NA,NA,NA,1.601,1,42.8,15.2,70.601,Hospital Regional Docente de Trujillo
UNAP,Esp.,MEDICINA DE ENFERMEDADES INFECCIOSAS Y TROPIC,LDEeSstaque/MINSA en sedes de Regiones mas R. Lima y R. Callao,10,NA,4,NA,1.608,1,29.2,28,73.808,Hospital Regional de Loreto Felipe Santiago Arriola Iglesias
USMP,Esp.,PSIQUIATRIA,Libre,8,NA,NA,NA,1.477,1,45.2,15.2,70.877,Hospital María Auxiliadora
USMP,Esp.,PEDIATRIA,Libre,10,NA,NA,NA,1.665,NA,33.6,15.2,60.465,NA
USMP,Esp.,CIRUGIA GENERAL,Libre,6,NA,1,NA,1.53,NA,38,15.2,61.73,NA
UNFV,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.751,1,47.2,15.2,75.151,NA
UNMSM,Esp.,ANATOMIA PATOLOGICA,Libre,10,NA,NA,NA,1.833,1.5,56,15.2,84.533,Hospital Nacional Edgardo Rebagliati Martins
UNMSM,Esp.,CIRUGIA DE TORAX Y CARDIOVASCULAR,Libre,10,NA,NA,NA,1.776,2,55.2,15.2,84.176,Hospital Nacional Hipólito Unanue
UNMSM,Esp.,GASTROENTEROLOGIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,8,NA,4,1,1.826,NA,38.8,21.2,74.826,Hospital María Auxiliadora
UPCH,Esp.,CARDIOLOGIA,Libre,10,NA,NA,NA,1.711,2,55.6,15.2,84.511,Hospital Nacional Edgardo Rebagliati Martins
UNMSM,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.864,1,45.6,15.2,73.664,NA
UPSJB,Esp.,PSIQUIATRIA,Libre,10,NA,NA,NA,1.694,1,40.4,15.2,68.294,NA
USMP,Esp.,MEDICINA INTENSIVA,Libre,6,NA,NA,NA,1.658,1,38.8,15.2,62.658,Hospital Nacional Sergio Bernales
URP,Esp.,ENDOCRINOLOGIA,Libre,6,NA,NA,1,1.856,1.5,57.2,15.2,82.756,Hospital San Jose - Callao
USMP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,6,NA,NA,NA,1.876,1,44.8,15.2,68.876,NA
UNMSM,Esp.,ENDOCRINOLOGIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,6,NA,4,NA,3.563,NA,39.2,21.2,73.963,Hospital Nacional Arzobispo Loayza
UNFV,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.783,1,53.6,15.2,81.583,Hospital Nacional Docente Madre Niño San Bartolome
UCSM,Esp.,PSIQUIATRIA,Libre,4,NA,2,NA,3.318,NA,42.8,15.2,67.318,Hospital III Goyeneche - Arequipa
USMP,Esp.,CIRUGIA GENERAL,Libre,6,NA,NA,NA,1.697,1,38.8,15.2,62.697,NA
USMP,Esp.,NEUMOLOGIA,Libre,8,NA,NA,NA,1.722,NA,31.2,15.2,56.122,NA
UNFV,Esp.,PEDIATRIA,Libre,10,NA,NA,1,2.051,1.5,48.4,15.2,78.151,Hospital María Auxiliadora
UPCH,Esp.,MEDICINA FISICA Y DE REHABILITACION,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,0,2,NA,NA,3.42,NA,40.4,21.2,67.02,Instituto Nacional de Enfermedades Neoplásicas
UNMSM,Esp.,PEDIATRIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,6,NA,4,NA,3.326,NA,25.2,21.2,59.726,NA
UNMSM,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,8,NA,NA,NA,2.29,NA,46.8,15.2,72.29,NA
UCSM,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,1,1.884,1.5,50.4,15.2,79.984,Hospital Carlos Alberto Seguín Escobedo - Arequipa
URP,Esp.,ANESTESIOLOGIA,Libre,10,NA,NA,NA,1.785,1,47.6,15.2,75.585,Hospital Vitarte
UNMSM,Esp.,ANESTESIOLOGIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,8,NA,4,NA,1.813,1,29.6,21.2,65.613,Hospital Nacional Dos de Mayo
UNAP,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.698,NA,38,15.2,64.898,Hospital Regional de Loreto Felipe Santiago Arriola Iglesias
URP,Esp.,GASTROENTEROLOGIA,Libre,10,NA,NA,NA,1.994,1.5,49.6,15.2,78.294,NA
UNMSM,Esp.,ANESTESIOLOGIA,Libre,10,NA,NA,NA,1.919,1.5,47.2,15.2,75.819,Hospital Nacional Dos de Mayo
USMP,Esp.,ANESTESIOLOGIA,Libre,8,NA,NA,NA,1.771,1,42.4,15.2,68.371,NA
UNAP,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.681,1,30.4,15.2,58.281,NA
UNFV,Esp.,OFTALMOLOGIA,Libre,8,NA,4,NA,1.625,NA,54,15.2,82.825,Hospital María Auxiliadora
URP,Esp.,ANESTESIOLOGIA,Libre,10,NA,NA,1,1.935,1.5,54,15.2,83.635,Hospital Nacional Guillermo Almenara Irigoyen
URP,Esp.,PEDIATRIA,Cautiva/ESSALUD,0,NA,4,1,3.995,NA,44.8,21.2,74.995,Hospital Alberto Sabogal Sologuren
USMP,Esp.,CIRUGIA ONCOLOGICA,Libre,10,NA,NA,1,1.941,1.5,48.4,15.2,78.041,NA
UPCH,Esp.,CIRUGIA PLASTICA,Libre,10,NA,NA,1,1.925,1,46.8,15.2,75.925,NA
UNFV,Esp.,CIRUGIA GENERAL,Libre,8,NA,NA,NA,1.798,1,49.6,15.2,75.598,NA
USMP,Esp.,CIRUGIA PLASTICA,Libre,10,NA,NA,NA,1.801,1.5,51.6,15.2,80.101,NA
UNC,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.761,NA,27.6,15.2,54.561,NA
UNMSM,Esp.,PEDIATRIA,Libre,10,NA,NA,NA,1.899,1,36.4,15.2,64.499,C.M.I. Juan Pablo II DIRIS Lima Sur
UNSA,Esp.,PEDIATRIA,Libre,6,NA,NA,NA,1.692,NA,37.6,15.2,60.492,NA
URP,Esp.,PEDIATRIA,Libre,8,NA,NA,NA,1.7,1,34,15.2,59.9,NA
UPT,Esp.,CIRUGIA GENERAL,Libre,8,NA,NA,NA,1.569,1,43.6,15.2,69.369,Hospital Daniel Alcides Carrión de Tacna
UPAO,Esp.,CARDIOLOGIA,Libre,8,NA,NA,1,1.854,NA,36.4,15.2,62.454,NA
USMP,Esp.,CIRUGIA PEDIATRICA,Libre,6,NA,NA,NA,0,NA,31.2,15.2,52.4,NA
UNSLGI,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,8,NA,NA,NA,1.546,NA,29.6,15.2,54.346,NA
CENTRO 1,Sub.,NEONATOLOGIA,Libre,10,NA,NA,NA,1.891,1,58.4,5.6,76.891,Hospital Nacional Guillermo Almenara Irigoyen
UNPRG,Esp.,RADIOLOGIA,Libre,8,NA,NA,NA,1.821,1,34.4,15.2,60.421,NA
UNFV,Esp.,CIRUGIA DE TORAX Y CARDIOVASCULAR,Libre,8,NA,1,NA,1.82,NA,42.4,15.2,68.42,NA
UNP,Esp.,MEDICINA INTERNA,Libre,8,NA,NA,NA,1.898,NA,32,15.2,57.098,NA
CENTRO 1,Esp.,GENETICA MEDICA,Libre,8,NA,NA,NA,1.659,1,40.8,15.2,66.659,NA
USMP,Esp.,CIRUGIA GENERAL,Libre,8,NA,NA,NA,1.846,1,58.8,15.2,84.846,Hospital Nacional Edgardo Rebagliati Martins
UNT,Esp.,RADIOLOGIA,Libre,6,NA,NA,NA,1.626,1,38.4,15.2,62.226,NA
UNSLGI,Esp.,PEDIATRIA,Libre,6,NA,NA,NA,2.24,NA,28.8,15.2,52.24,NA
UNPRG,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.835,1.5,54.4,15.2,82.935,Hospital Regional Lambayeque
UNMSM,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.761,1.5,50.8,15.2,79.261,NA
URP,Esp.,UROLOGIA,Libre,10,NA,NA,NA,1.769,NA,37.6,15.2,64.569,NA
UNMSM,Esp.,PEDIATRIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,10,NA,NA,NA,1.826,1,45.6,21.2,79.626,Hospital Nacional Docente Madre Niño San Bartolome
UNT,Esp.,OFTALMOLOGIA,Libre,8,NA,NA,NA,1.836,1.5,47.6,15.2,74.136,NA
URP,Esp.,OTORRINOLARINGOLOGIA,Libre,10,NA,NA,NA,1.764,1.5,56.8,15.2,85.264,Hospital III Goyeneche - Arequipa
UNT,Esp.,PEDIATRIA,Libre,10,NA,NA,NA,1.585,NA,30.8,15.2,57.585,NA
CENTRO 2,Esp.,RADIOTERAPIA,Libre,10,NA,NA,NA,1.616,1.5,48,15.2,76.316,Instituto Nacional de Enfermedades Neoplásicas
UPCH,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.867,NA,44,15.2,71.067,NA
UCSM,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,1,1.821,NA,31.6,15.2,59.621,NA
URP,Esp.,CIRUGIA GENERAL,Libre,8,NA,NA,1,1.5,1,54.4,15.2,81.1,Hospital II Lima Norte Callao Luis Negreiros Vega
UPCH,Esp.,ANESTESIOLOGIA,Libre,10,NA,NA,1,1.899,1,44.4,15.2,73.499,Hospital Nacional Cayetano Heredia
UNMSM,Esp.,REUMATOLOGIA,Libre,8,NA,NA,NA,1.731,1.5,51.2,15.2,77.631,NA
UNA,Esp.,MEDICINA INTERNA,Libre,10,NA,NA,NA,2.14,NA,30.8,15.2,58.14,NA
URP,Esp.,GASTROENTEROLOGIA,Libre,6,NA,NA,NA,1.73,1,52.8,15.2,76.73,Hospital María Auxiliadora
UNMSM,Esp.,CIRUGIA DE TORAX Y CARDIOVASCULAR,Libre,10,NA,NA,1,2.121,1.5,50,15.2,79.821,NA
UNMSM,Esp.,PSIQUIATRIA,Libre,10,NA,NA,1,2.161,1.5,53.6,15.2,83.461,Hospital Hermilio Valdizan
UNMSM,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.678,NA,43.2,15.2,70.078,NA
UNMSM,Esp.,MEDICINA INTERNA,Libre,8,NA,NA,NA,1.788,1,41.2,15.2,67.188,Hospital Nacional Arzobispo Loayza
UNMSM,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.778,1,33.2,15.2,61.178,NA
USMP,Esp.,DERMATOLOGIA,Libre,10,NA,NA,NA,1.962,2,60.8,15.2,89.962,Hospital Nacional Guillermo Almenara Irigoyen
UNSA,Esp.,NEUROLOGIA,Libre,10,NA,NA,NA,1.982,NA,32,15.2,59.182,NA
UNCP,Esp.,CIRUGIA GENERAL,Libre,8,NA,NA,NA,3.735,NA,50.4,15.2,77.335,NA
UNFV,Esp.,OTORRINOLARINGOLOGIA,Libre,10,NA,NA,1,1.853,1.5,58.8,15.2,88.353,Hospital Nacional Edgardo Rebagliati Martins
UNSLGI,Esp.,OFTALMOLOGIA,Libre,10,NA,NA,NA,1.947,2,53.6,15.2,82.747,"Hospital IV Augusto Hernández Mendoza, Ex H. Felix Torrealva Gutierrez - Ica"
UNSLGI,Esp.,RADIOLOGIA,Libre,10,NA,NA,NA,1.774,1,33.2,15.2,61.174,NA
UNMSM,Esp.,PSIQUIATRIA,Libre,10,NA,2,NA,1.977,NA,30,15.2,59.177,NA
UPCH,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,3,NA,1.828,1,47.2,15.2,78.228,NA
UPCH,Esp.,MEDICINA ONCOLOGICA,Libre,6,NA,NA,NA,1.691,1,53.2,15.2,77.091,NA
UCSM,Esp.,MEDICINA INTENSIVA,Libre,6,NA,NA,NA,1.598,1,36.4,15.2,60.198,NA
UNFV,Esp.,NEUROLOGIA,Libre,8,NA,NA,NA,1.835,1.5,48,15.2,74.535,Hospital Nacional Arzobispo Loayza
UNC,Esp.,CIRUGIA GENERAL,Libre,8,NA,NA,NA,1.827,NA,42.4,15.2,67.427,Hospital Regional Docente Cajamarca
USMP,Esp.,DERMATOLOGIA,Libre,8,NA,NA,NA,1.489,1,41.6,15.2,67.289,NA
URP,Esp.,MEDICINA DE EMERGENCIAS Y DESASTRES,Libre,8,NA,NA,NA,1.889,1.5,46.8,15.2,73.389,Hospital Nacional Guillermo Almenara Irigoyen
URP,Esp.,CIRUGIA PLASTICA,Libre,10,NA,NA,1,1.909,1.5,61.6,15.2,91.209,Instituto Nacional de Salud del Niño - San Borja
SUR,Sub.,CIRUGIA ONCOLOGICA ABDOMINAL,Libre,8,NA,NA,1,1.627,NA,43.2,5.6,59.427,NA
CENTRO 1,Sub.,GINECOLOGIA ONCOLOGICA,Libre,8,NA,NA,NA,2.27,1,44.8,5.6,61.67,NA
CENTRO 3,Esp.,NEONATOLOGIA,Libre,10,NA,NA,NA,1.591,NA,32,15.2,58.791,NA
UNMSM,Esp.,REUMATOLOGIA,Libre,10,NA,NA,NA,1.771,1,54,15.2,81.971,Hospital Nacional Cayetano Heredia
UNMSM,Esp.,NEFROLOGIA,Libre,10,NA,NA,NA,1.989,1.5,50.4,15.2,79.089,Hospital Alberto Sabogal Sologuren
UNMSM,Esp.,NEUMOLOGIA,Libre,10,NA,NA,1,2.011,1.5,53.2,15.2,82.911,Hospital Nacional Dos de Mayo
UNMSM,Esp.,RADIOLOGIA,Libre,8,NA,NA,NA,1.301,NA,34.4,15.2,58.901,NA
UNSA,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.729,1,36.8,15.2,64.729,NA
UNPRG,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.732,1.5,53.2,15.2,81.632,Hospital Regional Lambayeque
UNMSM,Esp.,GASTROENTEROLOGIA,Libre,10,NA,NA,NA,1.853,1,50.8,15.2,78.853,NA
UNT,Esp.,CIRUGIA ONCOLOGICA,Libre,8,NA,NA,NA,1.709,NA,40,15.2,64.909,NA
CENTRO 1,Esp.,RADIOTERAPIA,Libre,10,NA,4,NA,3.52,NA,26,15.2,58.72,NA
UNSAAC,Esp.,CIRUGIA GENERAL,Libre,8,NA,NA,NA,1.585,NA,31.2,15.2,55.985,NA
UNMSM,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.833,1.5,46.4,15.2,74.933,NA
UNPRG,Esp.,PSIQUIATRIA,Libre,10,NA,NA,NA,1.678,NA,42,15.2,68.878,NA
USMP,Esp.,HEMATOLOGIA,Libre,10,NA,4,NA,1.593,1,38,15.2,69.793,NA
UNT,Esp.,CIRUGIA GENERAL,Libre,6,NA,NA,NA,1.943,NA,31.2,15.2,54.343,NA
UNMSM,Esp.,PSIQUIATRIA,Libre,8,NA,NA,NA,1.563,NA,31.6,15.2,56.363,NA
UPCH,Esp.,CIRUGIA ONCOLOGICA,Libre,8,NA,NA,NA,1.666,NA,48.8,15.2,73.666,NA
UPCH,Esp.,MEDICINA INTERNA,Libre,8,NA,NA,NA,1.776,NA,38.8,15.2,63.776,Hospital Nacional Edgardo Rebagliati Martins
USMP,Esp.,CIRUGIA PEDIATRICA,Libre,8,NA,NA,NA,1.976,1,44,15.2,70.176,NA
UNT,Esp.,REUMATOLOGIA,Libre,6,NA,NA,NA,1.713,NA,38.8,15.2,61.713,NA
UNFV,Esp.,ANESTESIOLOGIA,Libre,8,NA,NA,NA,1.815,1.5,37.6,15.2,64.115,NA
UNP,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.624,1,47.2,15.2,75.024,Hospital II Sullana Piura
USMP,Esp.,RADIOLOGIA,Libre,10,NA,NA,1,1.954,1.5,44,15.2,73.654,Hospital Nacional Arzobispo Loayza
CENTRO 3,Sub.,CIRUGIA DE RETINA Y VITREO,Libre,10,NA,NA,1,1.986,1,61.6,5.6,81.186,NA
UPCH,Esp.,RADIOLOGIA,Libre,10,NA,NA,NA,1.895,1.5,57.6,15.2,86.195,ONCOSALUD SAC
UNT,Esp.,GASTROENTEROLOGIA,Libre,6,NA,NA,NA,1.637,1,47.2,15.2,71.037,NA
CENTRO 3,Esp.,MEDICINA FAMILIAR Y COMUNITARIA,Libre,8,NA,NA,NA,1.571,NA,29.6,15.2,54.371,NA
USMP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.689,1,36,15.2,63.889,NA
URP,Esp.,CIRUGIA DE CABEZA Y CUELLO,Libre,6,NA,1,NA,1.557,NA,52,15.2,75.757,NA
URP,Esp.,OTORRINOLARINGOLOGIA,Libre,10,NA,NA,NA,1.803,1.5,55.6,15.2,84.103,NA
UPCH,Esp.,NEUMOLOGIA,Libre,8,NA,NA,NA,1.895,NA,47.6,15.2,72.695,NA
UNPRG,Esp.,MEDICINA INTERNA,Libre,8,NA,NA,NA,1.721,NA,35.6,15.2,60.521,Hospital Regional Docente Las Mercedes - Chiclayo
UNFV,Esp.,CIRUGIA DE CABEZA Y CUELLO,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,6,NA,4,NA,3.572,NA,30.4,21.2,65.172,Hospital Nacional Hipólito Unanue
UNFV,Esp.,NEUROCIRUGIA,Libre,8,NA,3,NA,3.413,NA,41.6,15.2,71.213,Hospital María Auxiliadora
UNMSM,Esp.,OFTALMOLOGIA,Libre,10,NA,NA,1,2,2,53.6,15.2,83.8,NA
UNSA,Esp.,PSIQUIATRIA,Libre,8,NA,NA,NA,1.648,1,39.6,15.2,65.448,NA
UNMSM,Esp.,PSIQUIATRIA,Libre,6,NA,NA,NA,1.556,1,44,15.2,67.756,NA
USMP,Esp.,CIRUGIA PEDIATRICA,Libre,10,NA,NA,NA,1.667,NA,45.6,15.2,72.467,NA
NORTE,Esp.,MEDICINA FAMILIAR Y COMUNITARIA,Cautiva/MINSA en sedes de Regiones mas R. Lima y R. Callao/LA LIBERTA,8,NA,NA,NA,1.794,NA,42.4,21.2,73.394,Hospital Distrital Santa Isabel de el Porvenir - La Libertad
UNT,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.673,NA,47.6,15.2,74.473,NA
UNSLGI,Esp.,MEDICINA INTERNA,Libre,8,NA,NA,NA,2.08,NA,33.6,15.2,58.88,NA
UCV,Esp.,NEUMOLOGIA,Libre,10,NA,NA,NA,1.786,NA,46,15.2,72.986,Hospital Regional Docente de Trujillo
UNCP,Esp.,MEDICINA INTERNA,Libre,6,NA,NA,NA,1.779,NA,42,15.2,64.979,Hospital Regional Docente Clínico Quirúrgico Daniel Alcides Carrión de Huancayo
CENTRO 1,Sub.,GINECOLOGIA ONCOLOGICA,Libre,6,NA,NA,1,1.846,1,43.2,5.6,58.646,NA
UNMSM,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,8,NA,NA,NA,1.856,1,45.2,15.2,71.256,NA
UNSLGI,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,8,NA,NA,1,1.855,NA,39.2,15.2,65.255,Hospital Regional de Ica
UPCH,Esp.,CIRUGIA GENERAL,Libre,8,NA,NA,NA,1.769,1,51.6,15.2,77.569,Hospital Nacional Arzobispo Loayza
UNMSM,Esp.,MEDICINA FISICA Y DE REHABILITACION,Libre,10,NA,4,NA,1.871,NA,36.8,15.2,67.871,NA
UPCH,Esp.,ENDOCRINOLOGIA,Libre,10,NA,NA,NA,1.915,1,43.6,15.2,71.715,NA
CENTRO 1,Sub.,CIRUGIA PLASTICA,Libre,10,NA,NA,1,1.943,1.5,56.8,5.6,76.843,Instituto Nacional de Salud del Niño
UPAO,Esp.,GASTROENTEROLOGIA,Libre,8,NA,NA,NA,1.639,NA,43.6,15.2,68.439,NA
UNA,Esp.,MEDICINA INTERNA,Libre,8,NA,NA,NA,1.862,NA,44.4,15.2,69.462,Hospital Nivel III Puno
UNMSM,Esp.,CARDIOLOGIA,Libre,10,NA,NA,1,1.877,2,58.4,15.2,88.477,Hospital Nacional Guillermo Almenara Irigoyen
UNMSM,Esp.,CARDIOLOGIA,Cautiva/ESSALUD,8,NA,4,NA,2.818,NA,44.8,21.2,80.818,Hospital Alberto Sabogal Sologuren
UNMSM,Esp.,CARDIOLOGIA,Libre,10,NA,NA,NA,1.934,1.5,53.6,15.2,82.234,NA
UNMSM,Esp.,ADMINISTRACION Y GESTION EN SALUD,Libre,6,NA,NA,NA,1.872,1.5,52,15.2,76.572,Hospital Nacional Docente Madre Niño San Bartolome
USMP,Esp.,NEUROLOGIA,Libre,10,NA,NA,1,1.772,1.5,54,15.2,83.472,Hospital Nacional Guillermo Almenara Irigoyen
UNA,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,1,1.673,NA,43.2,15.2,71.073,Hospital Nivel III Puno
UNFV,Esp.,CIRUGIA GENERAL,Libre,6,NA,NA,NA,1.891,1,50.8,15.2,74.891,NA
CENTRO 2,Sub.,UROLOGIA ONCOLOGICA,Libre,8,NA,NA,NA,1.887,1.5,71.2,5.6,88.187,Instituto Nacional de Enfermedades Neoplásicas
UNFV,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.779,1.5,50.4,15.2,78.879,Hospital Santa Rosa
URP,Esp.,GERIATRIA,Libre,10,NA,NA,NA,1.578,NA,28,15.2,54.778,NA
UNCP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.813,1,22.4,15.2,50.413,NA
UNA,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,8,NA,NA,NA,1.473,NA,37.6,15.2,62.273,NA
